artist_name, tag_name, tag_count_pct
Donor,thrash metal,0.110585
Donor,progressive thrash metal,0.116904
dOP,minimal,0.192678
dOP,electronic,0.159923
dOP,experimental,0.105973
dOP,House,0.142582
Dorisburg,minimal techno,0.190476
Dorisburg,electronic,0.142857
Dorisburg,tech house,0.190476
Dosem,minimal,0.228495
Dosem,techno,0.268817
Dosem,electronic,0.139785
Dosem,tech house,0.112903
Douglas Greed,minimal,0.2331
Douglas Greed,techno,0.137529
Douglas Greed,minimal techno,0.153846
Douglas Greed,electronic,0.179487
Dualism,minimal,0.186916
Dualism,techno,0.114019
Dualism,minimal techno,0.114019
Dub Kult,minimal,0.206278
Dub Kult,techno,0.143498
Dub Kult,minimal techno,0.127803
Dub Kult,electronic,0.224215
Dubfire,minimal,0.230415
Dubfire,House,0.126728
Dubfire,Progressive House,0.110599
Dubfire & Oliver Huntemann,minimal,0.199367
Dubfire & Oliver Huntemann,techno,0.227848
Dubfire & Oliver Huntemann,minimal techno,0.316456
Dubfound,minimal techno,0.201613
dubkrauz,minimal,0.107926
dubkrauz,techno,0.168634
dubkrauz,electronica,0.107926
dubkrauz,dub,0.131535
Duoteque,minimal,0.21322
Duoteque,techno,0.21322
Duoteque,minimal techno,0.162047
Duoteque,electronic,0.144989
Dustin Zahn,minimal,0.24911
Dustin Zahn,techno,0.355872
Dustin Zahn,electronic,0.124555
Dusty Kid,minimal,0.260417
Dusty Kid,techno,0.226562
Dusty Kid,minimal techno,0.130208
Dusty Kid,electronic,0.140625
Dyno,minimal,0.227273
Dyno,techno,0.125
E-Spectro,minimal techno,0.106178
E-Spectro,electronic,0.19305
E-Spectro,tech house,0.106178
E-Spectro,Progressive House,0.148649
E-Spectro,Progressive,0.106178
Easy Changes,minimal,0.27027
Easy Changes,minimal techno,0.218919
Easy Changes,minimal techno artists,0.1
Easy Changes,russian,0.1
Ed Davenport,minimal,0.263158
Ed Davenport,techno,0.157895
Ed Davenport,minimal techno,0.210526
Ed Davenport,electronic,0.157895
Efdemin,minimal,0.26455
Efdemin,techno,0.166667
Efdemin,minimal techno,0.150794
Efdemin,electronic,0.116402
Eftos,industrial,0.127877
Egostereo,minimal,0.173913
Egostereo,techno,0.130435
Egostereo,minimal techno,0.217391
Egostereo,electronic,0.130435
Egostereo,Progressive,0.130435
Einmusik,minimal,0.280112
Einmusik,techno,0.193277
Einmusik,minimal techno,0.148459
Einmusik,electronic,0.156863
Einzelkind,minimal,0.189036
Einzelkind,minimal techno,0.145558
Elay Lazutkin,minimal,0.157434
Elay Lazutkin,minimal techno,0.291545
Elay Lazutkin,minimal tech,0.131195
Elay Lazutkin,spotify,0.104956
Elay Lazutkin,under 2000 listeners,0.104956
Elektro Guzzi,minimal,0.215983
Elektro Guzzi,techno,0.183585
Elektro Guzzi,experimental,0.194384
Elektrochemie,minimal,0.236967
Elektrochemie,techno,0.109005
Elektrochemie,electronic,0.14455
Elektrochemie,electro,0.120853
Ellen Allien,minimal,0.154639
Ellen Allien,techno,0.152577
Ellen Allien,electronic,0.206186
Ellen Allien,electro,0.121649
Ellen Allien & Apparat,minimal,0.158537
Ellen Allien & Apparat,techno,0.121951
Ellen Allien & Apparat,electronic,0.243902
Ellen Allien & Apparat,idm,0.163415
Ellen Allien & Apparat,electro,0.1
Elon,minimal,0.193955
Elon,techno,0.221662
Elon,minimal techno,0.251889
Elon,electronic,0.138539
Emptyset,minimal,0.143505
Emptyset,techno,0.119335
Emptyset,ambient,0.128399
Emptyset,experimental,0.119335
Emptyset,drone,0.151057
EQD,minimal,0.160112
EQD,techno,0.280899
EQD,minimal techno,0.280899
EQD,dubstep,0.160112
Esse,minimal techno,0.155521
Esse,dub techno,0.155521
Esse,Melodic-Power Metal,0.102644
Ester Brinkmann,minimal,0.176367
Ester Brinkmann,electronic,0.160494
Ester Brinkmann,idm,0.102293
Estroe,minimal,0.19685
Estroe,minimal techno,0.139764
Estroe,tech house,0.112205
Evan Marc,minimal techno,0.140594
Evan Marc,ambient,0.19802
Evan Marc,chillout,0.10099
Evan Marc,tech house,0.146535
Exercise One,minimal,0.21097
Exercise One,minimal techno,0.21097
Exercise One,electronic,0.132911
Exercise One,tech house,0.113924
Exos,techno,0.108108
Exos,minimal techno,0.108108
Extrawelt,minimal,0.283286
Extrawelt,techno,0.167139
Extrawelt,minimal techno,0.17847
Extrawelt,electronic,0.161473
Ezekiel Honig,minimal,0.213508
Ezekiel Honig,electronic,0.143791
Ezekiel Honig,ambient,0.217865
F.U.S.E.,minimal,0.103297
F.U.S.E.,techno,0.21978
F.U.S.E.,Acid,0.103297
Fabrizio Maurizi,minimal,0.2079
Fabrizio Maurizi,techno,0.170478
Fabrizio Maurizi,minimal techno,0.151767
Fairmont,minimal,0.259067
Fairmont,techno,0.145078
Fairmont,minimal techno,0.15544
Fairmont,electronic,0.145078
False,minimal,0.21645
False,techno,0.136364
False,minimal techno,0.160173
fan erhalder,minimal,0.149215
fan erhalder,techno,0.185864
fan erhalder,minimal techno,0.26178
Farben,minimal,0.204499
Farben,electronic,0.149284
Farben,microhouse,0.118609
Farben,glitch,0.112474
Federico Milani,minimal,0.265252
Federico Milani,techno,0.193634
Federico Milani,minimal techno,0.124668
Federleicht,minimal,0.253165
Federleicht,techno,0.121519
Federleicht,minimal techno,0.139241
Federleicht,electronic,0.101266
Federleicht,deep house,0.149367
Felipe Venegas,minimal,0.15083
Felipe Venegas,minimal techno,0.15083
Felipe Venegas,tech house,0.15083
Fenin,minimal,0.180077
Fenin,electronic,0.122605
Fenin,dub,0.191571
Ferenc,minimal,0.151515
Ferenc,techno,0.119697
Ferenc,minimal techno,0.124242
Ferenc,electronic,0.110606
Ferenc,Kompakt,0.14697
Few Nolder,minimal,0.132812
Few Nolder,techno,0.148438
Few Nolder,minimal techno,0.15625
Few Nolder,electronic,0.132812
Florian Meindl,minimal,0.251256
Florian Meindl,techno,0.105528
Florian Meindl,electronic,0.125628
Flug,minimal,0.181319
Flug,techno,0.181319
Flug,minimal techno,0.274725
Flug,spotify,0.181319
Fluxion,minimal,0.119231
Fluxion,ambient,0.115385
Fluxion,dub techno,0.192308
Format B,minimal,0.271739
Format B,techno,0.152174
Format B,minimal techno,0.130435
Format B,electronic,0.130435
Format: B,minimal,0.307692
Format: B,techno,0.166154
Format: B,minimal techno,0.206154
Format: B,electronic,0.123077
Format:B,minimal,0.266667
Format:B,techno,0.192
Format:B,minimal techno,0.184
Format:B,electronic,0.106667
Format:B,tech house,0.117333
Franco Cinelli,minimal,0.236967
Franco Cinelli,techno,0.14455
Franco Cinelli,minimal techno,0.14455
Franco Cinelli,electronic,0.109005
Frank Martiniq,minimal,0.16
Frank Martiniq,techno,0.104
Frank Martiniq,minimal techno,0.1424
Frank Martiniq,electronic,0.1296
Frankie,minimal,0.217865
Frankie,techno,0.180828
Frankie,minimal techno,0.143791
Franklin De Costa,minimal,0.250627
Franklin De Costa,minimal techno,0.137845
Franklin De Costa,electronic,0.125313
Fritz Kalkbrenner,minimal,0.236407
Fritz Kalkbrenner,techno,0.148936
Fritz Kalkbrenner,electronic,0.219858
Fritz Kalkbrenner,german,0.108747
From Karaoke to Stardom,minimal,0.285714
From Karaoke to Stardom,techno,0.12
From Karaoke to Stardom,minimal techno,0.197143
Fuckpony,minimal,0.26738
Fuckpony,electronic,0.165775
Fumiya Tanaka,minimal,0.131833
Fumiya Tanaka,techno,0.321543
Function,techno,0.33557
Funkwerkstatt,minimal,0.253165
Funkwerkstatt,techno,0.167089
Funkwerkstatt,minimal techno,0.151899
Funkwerkstatt,House,0.116456
Funkwerkstatt,tech house,0.151899
Funzion,minimal,0.257732
Funzion,techno,0.118557
Funzion,minimal techno,0.177835
Fusiphorm,minimal,0.327869
Fusiphorm,techno,0.15082
Fusiphorm,minimal techno,0.137705
Futuristic Polar Bears,techno,0.222222
Futuristic Polar Bears,minimal techno,0.222222
Futuristic Polar Bears,electronic,0.222222
Futuristic Polar Bears,House,0.222222
Futuristic Polar Bears,big room,0.111111
FWY!,minimal techno,0.158983
FWY!,electronic,0.104928
FWY!,krautrock,0.158983
G&G,minimal,0.151099
G&G,minimal techno,0.120879
G&G,dance,0.120879
G&G,House,0.274725
G&G,electro house,0.120879
Gabriel Ananda,minimal,0.27248
Gabriel Ananda,techno,0.179837
Gabriel Ananda,minimal techno,0.133515
Gabriel Ananda,electronic,0.147139
Gabriel Rocha,techno,0.168067
Gabriel Rocha,minimal techno,0.139496
Gabriel Rocha,electronic,0.110924
Gabriel Rocha,House,0.110924
Gabriel Rocha,tech house,0.168067
Gadi Mizrahi,minimal,0.208333
Gadi Mizrahi,minimal techno,0.104167
Gadi Mizrahi,House,0.145833
Gaiser,minimal,0.2849
Gaiser,techno,0.168091
Gaiser,minimal techno,0.182336
Gaiser,minus,0.111111
Gary Beck,minimal,0.14664
Gary Beck,techno,0.203666
Gary Beck,minimal techno,0.101833
Gas,minimal,0.166172
Gas,electronic,0.130564
Gas,ambient,0.296736
Gastón Arévalo,minimal,0.144213
Gastón Arévalo,ambient,0.189753
Gel Abril,minimal,0.265252
Gel Abril,minimal techno,0.164456
Gel Abril,tech house,0.132626
Geoff White,minimal,0.225734
Geoff White,techno,0.10158
Geoff White,minimal techno,0.142212
Geoff White,microhouse,0.162528
Gianluca Corvesi,minimal,0.181818
Gianluca Corvesi,minimal techno,0.181818
Gianluca Corvesi,electronic,0.136364
Giorgio Gigli,minimal,0.109959
Giorgio Gigli,techno,0.178423
Giorgio Gigli,minimal techno,0.207469
Giorgos Gatzigristos,minimal,0.215054
Giorgos Gatzigristos,minimal techno,0.124731
Giorgos Gatzigristos,Kompakt,0.124731
Glimpse,minimal,0.278552
Glimpse,techno,0.167131
Glimpse,minimal techno,0.155989
Glimpse,electronic,0.144847
Glitter,minimal,0.2
Glitter,techno,0.126027
Glitter,minimal techno,0.109589
Glitter,tech house,0.273973
Go Hiyama,techno,0.346021
Go Hiyama,minimal techno,0.124567
Go Hiyama,electronic,0.107266
Goldfish und der Dulz,minimal techno,0.208333
Goldfish und der Dulz,tech house,0.125
Gorje Hewek,minimal,0.192308
Gorje Hewek,minimal techno,0.101923
Gorje Hewek,electronic,0.115385
Gorje Hewek,idm,0.123077
Gorje Hewek,ambient,0.15
Gregor Tresher,minimal,0.257069
Gregor Tresher,techno,0.236504
Gregor Tresher,minimal techno,0.138817
Gregor Tresher,electronic,0.141388
Gregor Tresher,electro,0.11054
Gui Boratto,minimal,0.265252
Gui Boratto,techno,0.145889
Gui Boratto,minimal techno,0.175066
Gui Boratto,electronic,0.156499
Gui Boratto & Martin Eyerer,minimal,0.284091
Gui Boratto & Martin Eyerer,minimal techno,0.153409
Gui Boratto & Martin Eyerer,tech house,0.102273
Guido Schneider,minimal,0.230415
Guido Schneider,techno,0.126728
Guido Schneider,minimal techno,0.163594
Guido Schneider,electronic,0.147465
Guillaume & The Coutu Dumonts,minimal,0.195312
Guillaume & The Coutu Dumonts,House,0.115234
Guillaume & The Coutu Dumonts,tech house,0.126953
GummiHz,minimal,0.289855
GummiHz,techno,0.107246
GummiHz,minimal techno,0.205797
GummiHz,tech house,0.130435
Gunnar Stiller,minimal,0.246914
Gunnar Stiller,techno,0.123457
Gunnar Stiller,electronic,0.197531
Gunnar Stiller,dj,0.111111
Gunnar Stiller,Berlin,0.123457
Gurtz,minimal,0.190476
Gurtz,minimal techno,0.146667
Gustavo Lamas,minimal,0.127877
Gustavo Lamas,ambient,0.107417
Guti,minimal,0.157233
Guti,techno,0.157233
Guti,House,0.157233
Guti,deep house,0.108491
Guy Gerber,minimal,0.2079
Guy Gerber,electronic,0.153846
Guy Gerber,Progressive House,0.126819
Guy J,minimal,0.119919
Guy J,House,0.101626
Guy J,tech house,0.164634
Guy J,Progressive House,0.203252
H.O.S.H.,minimal,0.204499
H.O.S.H.,minimal techno,0.132924
H.O.S.H.,House,0.108384
H.O.S.H.,tech house,0.173824
H2,techno,0.115075
H2,electronic,0.115075
Håkan Lidbo,minimal,0.155039
Håkan Lidbo,electronic,0.124031
Hallucinator,minimal,0.105335
Hallucinator,ambient,0.109439
Hallucinator,Drum and bass,0.136799
Hans Bouffmyhre,minimal,0.145242
Hans Bouffmyhre,techno,0.166945
Hans Bouffmyhre,electronic,0.125209
Harald Björk,minimal,0.181818
Harald Björk,techno,0.127273
Harald Björk,minimal techno,0.145455
Harald Björk,electronic,0.163636
Harry Axt,minimal,0.225882
Harry Axt,techno,0.235294
Harry Axt,minimal techno,0.207059
Harry Axt,tech house,0.12
Hauntologists,techno,0.12963
Hauntologists,minimal techno,0.308642
Hauntologists,electronic,0.12963
Hauntologists,dub techno,0.12963
Heartthrob,minimal,0.276243
Heartthrob,techno,0.190608
Heartthrob,minimal techno,0.196133
Heartthrob,electronic,0.116022
Heib,minimal,0.100152
Heib,techno,0.151745
Heib,minimal techno,0.151745
Heib,Kompakt,0.151745
Heiko Laux,techno,0.286533
Heiko Laux,minimal techno,0.103152
Heiko Laux,electronic,0.117479
Heinrichs & Hirtenfellner,minimal,0.31348
Heinrichs & Hirtenfellner,techno,0.166144
Heinrichs & Hirtenfellner,minimal techno,0.194357
Heinrichs & Hirtenfellner,tech house,0.122257
Henning Baer,minimal,0.131579
Henning Baer,techno,0.236842
Henning Baer,minimal techno,0.263158
Henning Baer,electronic,0.131579
Henning Baer,experimental,0.131579
Henrik B,techno,0.180505
Henrik B,electronic,0.140794
Henrik B,House,0.140794
Henry Saiz,minimal,0.139259
Henry Saiz,techno,0.103704
Henry Saiz,tech house,0.148148
Henry Saiz,Progressive House,0.112593
Herbert,electronic,0.201207
Herbert,electronica,0.112676
Herbert,House,0.100604
Hermanez,minimal,0.185874
Hermanez,techno,0.185874
Hermanez,minimal techno,0.169145
Hermanez,electronic,0.107807
Hermanez,House,0.154275
hermético,minimal,0.2457
hermético,techno,0.152334
hermético,minimal techno,0.2457
Hobo,minimal,0.223214
Hobo,techno,0.158482
Hobo,blues,0.118304
Holger Zilske,minimal,0.268097
Holger Zilske,minimal techno,0.152815
Holger Zilske,electronic,0.112601
Holger Zilske,tech house,0.13941
Holgi Star,minimal,0.167089
Holgi Star,techno,0.210127
Holgi Star,minimal techno,0.253165
Holgi Star,t e c h n o,0.103797
Horror Inc.,minimal,0.137056
Horror Inc.,minimal techno,0.114213
Horror Inc.,microhouse,0.253807
Hug,minimal,0.25
Hug,techno,0.125
Hug,minimal techno,0.2
Hug,electronic,0.1
Humeka,minimal,0.10158
Humeka,minimal techno,0.225734
Humeka,electronic,0.13544
Ilar & Hedvall,minimal,0.184162
Ilar & Hedvall,minimal techno,0.184162
Ilar & Hedvall,ambient,0.121547
Ilar & Hedvall,dub techno,0.121547
Ilario Alicante,minimal,0.289017
Ilario Alicante,techno,0.16763
Ilario Alicante,minimal techno,0.16763
Iminazole,Ambient Techno,0.14978
Iminazole,dub techno,0.220264
Insect O.,minimal,0.166667
Insect O.,minimal techno,0.133333
Insect O.,tech house,0.133333
Internal Sync,minimal techno,0.208333
Internal Sync,netaudio,0.125
Internal Sync,broque,0.166667
Ion Ludwig,minimal,0.243902
Ion Ludwig,minimal techno,0.195122
Ion Ludwig,electronic,0.121951
Iori,techno,0.212314
Iori,minimal techno,0.212314
Isolée,minimal,0.183794
Isolée,electronic,0.197628
Ital,electronic,0.108963
Ital,House,0.175747
Ital,psytrance,0.119508
Italoboyz,minimal,0.183824
Italoboyz,techno,0.139706
Italoboyz,minimal techno,0.126838
Jabberjaw,minimal,0.218818
Jabberjaw,minimal techno,0.164114
Jabberjaw,electronic,0.109409
Jabberjaw,microhouse,0.109409
Jacek Sienkiewicz,minimal,0.152964
Jacek Sienkiewicz,techno,0.191205
Jacek Sienkiewicz,minimal techno,0.147228
Jacek Sienkiewicz,electronic,0.101338
Jacob Seville,minimal techno,0.110011
Jake Fairley,techno,0.13947
Jake Fairley,electronic,0.104603
James Holden,minimal,0.175747
James Holden,techno,0.133568
James Holden,electronic,0.173989
James Holden,Progressive House,0.13884
James Ruskin,minimal,0.152074
James Ruskin,techno,0.460829
James Ruskin,minimal techno,0.129032
James Ruskin,tresor,0.110599
James T. Cotton,techno,0.186916
James T. Cotton,Acid,0.128972
Jamie Jones,minimal,0.164623
Jamie Jones,tech house,0.175131
Jan Blomqvist,minimal techno,0.2
Jan Blomqvist,electronic,0.16
Jan Blomqvist,electro,0.16
Jan Blomqvist,tech house,0.16
Jan Jelinek,minimal,0.188679
Jan Jelinek,electronic,0.158491
Jan Jelinek,idm,0.111321
Jan Jelinek,ambient,0.156604
Jaxson,minimal,0.308642
Jaxson,minimal techno,0.12963
Jaxson,electronic,0.12963
Jay Haze,minimal,0.253807
Jay Haze,techno,0.152284
Jay Haze,minimal techno,0.137056
Jay Haze,electronic,0.101523
Jeff Bennett,minimal,0.128617
Jeff Bennett,House,0.101286
Jeff Bennett,tech house,0.160772
Jeff Mills,minimal,0.109325
Jeff Mills,techno,0.321543
Jeff Mills,electronic,0.11254
Jeff Mills,detroit techno,0.21865
Jeff Samuel,minimal,0.230947
Jeff Samuel,techno,0.115473
Jeff Samuel,minimal techno,0.147806
Jennifer Cardini,minimal,0.162602
Jennifer Cardini,Kompakt,0.107317
Jens Bond,minimal,0.230947
Jens Bond,techno,0.12933
Jens Bond,minimal techno,0.17321
Jens Bond,electronic,0.115473
Jens Bond,tech house,0.12933
Jesse Somfay,minimal,0.2079
Jesse Somfay,techno,0.10395
Jesse Somfay,electronic,0.108108
Jesse Somfay,ambient,0.116424
Jewel Kid,minimal,0.142857
Jewel Kid,minimal techno,0.142857
Jewel Kid,electronic,0.142857
Jewel Kid,House,0.238095
Jichael Mackson,minimal,0.2331
Jichael Mackson,techno,0.146853
Jichael Mackson,minimal techno,0.170163
Jin Choi,minimal,0.403226
Jin Choi,minimal techno,0.201613
Jin Choi,tech house,0.100806
Jin Choi,under 2000 listeners,0.100806
Joachim Spieth,minimal,0.141732
Joachim Spieth,techno,0.125984
Joachim Spieth,minimal techno,0.15748
Joachim Spieth,Kompakt,0.149606
Joe Maker,minimal,0.114458
Joe Maker,techno,0.301205
Joe Maker,minimal techno,0.183735
Joe Maker,tech house,0.253012
Joe Montana,minimal techno,0.277778
Joe Montana,House,0.277778
Joe Montana,deephouse,0.111111
Joe Montana,percussive,0.111111
Joel Mull,minimal,0.18612
Joel Mull,techno,0.315457
Joel Mull,tech house,0.141956
Joey Beltram,techno,0.378788
Joey Beltram,electronic,0.140152
Joey Beltram,detroit techno,0.121212
Johannes Heil,minimal,0.140684
Johannes Heil,techno,0.380228
Johannes Heil,minimal techno,0.106464
Johannes Heil,electronic,0.106464
Johannes Heil,electro,0.114068
Johannes Heil & Extrawelt,minimal,0.263158
Johannes Heil & Extrawelt,minimal techno,0.210526
Johannes Heil & Extrawelt,electronic,0.105263
Johannes Heil & Extrawelt,kanzleramt,0.105263
Johannes Heil & Extrawelt,Metatron Recordings,0.105263
John Dahlbäck,minimal,0.160643
John Dahlbäck,electronic,0.162651
John Dahlbäck,electro,0.120482
John Dahlbäck,House,0.200803
John Tejada,minimal,0.222222
John Tejada,techno,0.164444
John Tejada,minimal techno,0.131111
John Tejada,electronic,0.137778
John Tejada & Arian Leviste,minimal,0.164474
John Tejada & Arian Leviste,techno,0.101974
John Tejada & Arian Leviste,electronic,0.123355
Johnny D,minimal,0.164745
Johnny D,techno,0.130148
Johnny D,minimal techno,0.140033
Johnny D,tech house,0.140033
Jon Rundell,techno,0.221239
Jon Rundell,minimal techno,0.121681
Jon Rundell,electronic,0.121681
Jona,minimal,0.163666
Jona,techno,0.121113
Jona,minimal techno,0.116203
Jonas Bering,minimal,0.217865
Jonas Bering,techno,0.119826
Jonas Bering,electronic,0.137255
Jonas Bering,Kompakt,0.159041
Jonas Kopp,minimal,0.149091
Jonas Kopp,techno,0.363636
Jonas Kopp,minimal techno,0.196364
Jonny Jay,minimal,0.142857
Jonny Jay,minimal techno,0.357143
Jonny Jay,electronic,0.142857
Jonny Jay,chill,0.214286
Jörg Burger,techno,0.192308
Jörg Burger,minimal techno,0.134615
Jörg Burger,Kompakt,0.173077
Jorge Savoretti,minimal,0.266667
Jorge Savoretti,techno,0.146667
Jorge Savoretti,minimal techno,0.146667
Jorge Savoretti,tech house,0.146667
Joseph Capriati,minimal,0.193206
Joseph Capriati,techno,0.167728
Joseph Capriati,minimal techno,0.212314
JPLS,minimal,0.239808
JPLS,techno,0.182254
JPLS,minimal techno,0.151079
Juan Atkins & Moritz von Oswald,minimal,0.124646
Juan Atkins & Moritz von Oswald,techno,0.21813
Juan Atkins & Moritz von Oswald,minimal techno,0.283286
Juan Atkins & Moritz von Oswald,electronic,0.124646
Juergens,minimal,0.15
Juergens,minimal techno,0.25
Juergens,electronic,0.1
Juergens,tech house,0.25
Juergens,Progressive House,0.15
Julian Jeweil,minimal,0.220751
Julian Jeweil,techno,0.178808
Julian Jeweil,electronic,0.12362
Julien Chaptal,minimal,0.200969
Julien Chaptal,minimal techno,0.159806
Julien Chaptal,House,0.159806
Julien Chaptal,tech house,0.242131
Julien Chaptal,spotify,0.121065
Junior Boys,electronic,0.255754
Junior Boys,electronica,0.112532
Junior Boys,indie,0.107417
Junior Boys,electropop,0.150895
Juno6,minimal,0.193424
Juno6,electronic,0.10058
Jurek Przezdziecki,minimal,0.190476
Jurek Przezdziecki,techno,0.226757
Jurek Przezdziecki,minimal techno,0.165533
Jürgen Paape,minimal,0.183486
Jürgen Paape,techno,0.119266
Jürgen Paape,electronic,0.166972
Jürgen Paape,Kompakt,0.122936
Jussi-Pekka,minimal,0.196464
Jussi-Pekka,techno,0.111984
Jussi-Pekka,House,0.111984
Jussi-Pekka,tech house,0.13556
Jussi-Pekka,deep house,0.104126
Justus Köhncke,minimal,0.136012
Justus Köhncke,techno,0.108192
Justus Köhncke,electronic,0.146832
Justus Köhncke,Kompakt,0.15456
Kabale und Liebe,minimal,0.153846
Kabale und Liebe,minimal techno,0.192308
Kabale und Liebe,electronic,0.115385
Kabale und Liebe & Daniel Sanchez,minimal,0.238095
Kabale und Liebe & Daniel Sanchez,minimal techno,0.190476
Kabale und Liebe & Daniel Sanchez,tech house,0.142857
Kaiserdisco,minimal,0.151767
Kaiserdisco,techno,0.178794
Kaiserdisco,minimal techno,0.12474
Kaiserdisco,electronic,0.12474
Kaiserdisco,tech house,0.2079
Kaliber,minimal,0.294985
Kaliber,techno,0.221239
Kaliber,minimal techno,0.150442
Kaliber,electronic,0.103245
Kanio,minimal,0.244275
Kanio,techno,0.254453
Kanio,minimal techno,0.195929
Karotte,minimal,0.157244
Karotte,techno,0.125442
Karotte,minimal techno,0.137809
Karotte,electronic,0.176678
Karotte,tech house,0.106007
Karri O.,electronic,0.113507
Kassem Mosse,techno,0.152513
Kassem Mosse,deep house,0.17331
Kate Simko,minimal techno,0.125628
Kazooo,techno,0.10582
Kenny Larkin,techno,0.225513
Kenny Larkin,electronic,0.113895
Kenny Larkin,detroit techno,0.22779
Kenny Larkin,detroit,0.129841
Kenny Leaven,minimal,0.277008
Kenny Leaven,minimal techno,0.138504
Kiki,minimal,0.140411
Kiki,minimal techno,0.116438
Kiki,electronic,0.150685
Kiki,electro,0.171233
Kiki,BPitch Control,0.116438
Kiko,minimal,0.121951
Kiko,techno,0.174216
Kiko,electronic,0.141115
Kiko,electro,0.116725
Killahertz,minimal,0.203252
Killahertz,minimal techno,0.170732
klakast,techno,0.183824
klakast,minimal techno,0.183824
klakast,electronic,0.152574
Klute,Drum n Bass,0.111111
Klute,dnb,0.111111
Klute,Drum and bass,0.37037
Knobs,minimal techno,0.142857
Knobs,spotify,0.107143
Koen Groeneveld,minimal,0.111811
Koen Groeneveld,techno,0.144882
Koen Groeneveld,minimal techno,0.111811
Koen Groeneveld,House,0.15748
Kollektiv Turmstrasse,minimal,0.25974
Kollektiv Turmstrasse,techno,0.12987
Kollektiv Turmstrasse,minimal techno,0.187013
Kollektiv Turmstrasse,electronic,0.150649
Kolombo,minimal,0.21978
Kolombo,techno,0.191209
Kolombo,minimal techno,0.101099
Kolombo,electronic,0.123077
Komaton,techno,0.142241
Komaton,minimal techno,0.431034
Komaton,House,0.142241
Komaton,minimal techno artists,0.142241
Komaton,Austria,0.142241
Kombinat 100,minimal,0.27027
Kombinat 100,techno,0.116216
Kombinat 100,dub techno,0.116216
Kombinat 100,tech house,0.162162
Konrad Black,minimal,0.19802
Konrad Black,techno,0.10495
Konrad Black,minimal techno,0.10495
Kreon & Lemos,minimal,0.209596
Kreon & Lemos,minimal techno,0.252525
Kreon & Lemos,House,0.126263
Kreon & Lemos,deep house,0.166667
Kris Wadsworth,techno,0.151976
Kris Wadsworth,minimal techno,0.200608
Kris Wadsworth,electronic,0.100304
Kris Wadsworth,tech house,0.303951
Lakker,techno,0.160517
Lakker,minimal techno,0.184502
Lakker,electronic,0.114391
Lakker,dub techno,0.125461
Lakker,glitch,0.114391
Lars Wickinger,minimal,0.26455
Lars Wickinger,minimal techno,0.153439
Laurent Garnier,techno,0.260417
Laurent Garnier,electronic,0.216146
Laurent Garnier,House,0.143229
Laurent Garnier,french,0.104167
Lawrence,minimal,0.219298
Lawrence,techno,0.116228
Lawrence,electronic,0.129386
Lazy Fat People,minimal,0.21097
Lazy Fat People,minimal techno,0.118143
Lazy Fat People,neotrance,0.118143
Lazy Fat People,Border Community,0.158228
Lazzich,minimal,0.200803
Lazzich,techno,0.136546
Le K,minimal,0.108075
Le K,minimal techno,0.124224
Lee Curtiss,minimal,0.170358
Lee Curtiss,techno,0.11925
Lee Curtiss,tech house,0.11414
Lee Van Dowski,minimal,0.224719
Lee Van Dowski,techno,0.11236
Lee Van Dowski,minimal techno,0.11236
Leghau,minimal,0.142857
Leghau,techno,0.142857
Leghau,minimal techno,0.190476
Leghau,spotify,0.142857
Lemos,minimal,0.185185
Lemos,minimal techno,0.148148
Lemos,tech house,0.185185
Lemos,deep house,0.166667
Len Faki,minimal,0.187668
Len Faki,techno,0.268097
Len Faki,minimal techno,0.123324
Len Faki,electronic,0.107239
Let's Go Outside,minimal,0.13947
LetKolben,minimal,0.158228
LetKolben,minimal techno,0.10443
Levan,minimal techno,0.151286
Levon Vincent,techno,0.190965
Levon Vincent,House,0.172485
Levon Vincent,deep house,0.205339
Loco Dice,minimal,0.290698
Loco Dice,techno,0.148256
Loco Dice,minimal techno,0.171512
Loco Dice,electronic,0.119186
LOD,minimal,0.185185
LOD,minimal techno,0.122222
LoSoul,minimal,0.160256
LoSoul,electronic,0.120192
Louderbach,minimal,0.222222
Louderbach,techno,0.182222
Louderbach,minimal techno,0.175556
Louderbach,electronic,0.142222
Louderbach aka Troy Pierce,minimal,0.4
Louderbach aka Troy Pierce,techno,0.2
Louderbach aka Troy Pierce,minimal techno,0.1
Louderbach aka Troy Pierce,electronic,0.1
Louderbach aka Troy Pierce,House,0.1
Louderbach aka Troy Pierce,minimal techno artists,0.1
Luca Bacchetti,minimal,0.258398
Luca Bacchetti,techno,0.118863
Luca Bacchetti,minimal techno,0.160207
Luca Bacchetti,tech house,0.129199
Lucca,techno,0.285714
Lucca,minimal techno,0.128571
Lucca,tech house,0.114286
Lucca,Progressive House,0.1
Lucien-N-Luciano,minimal,0.189394
Lucien-N-Luciano,electronic,0.147727
Lucio Aquilina,minimal,0.293255
Lucio Aquilina,techno,0.146628
Lucio Aquilina,minimal techno,0.219941
Lucy,techno,0.21322
Lucy,idm,0.115139
Ludwig Coenen,minimal,0.172414
Ludwig Coenen,techno,0.103448
Ludwig Coenen,minimal techno,0.137931
Ludwig Coenen,minimal techno artists,0.103448
Luigi Madonna,minimal,0.218421
Luigi Madonna,techno,0.263158
Luigi Madonna,minimal techno,0.173684
Luigi Madonna,plus8,0.131579
Luke Hess,minimal,0.179803
Luke Hess,techno,0.211823
