id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,availableBikes,stAddress1,city,postalCode,location
477,W 41 St & 8 Ave,53,59,40.75640548,-73.9900262,In Service,6,W 41 St & 8 Ave,,,
478,11 Ave & W 41 St,20,24,40.76030096,-73.99884222,In Service,4,11 Ave & W 41 St,,,
479,9 Ave & W 45 St,29,31,40.76019252,-73.9912551,In Service,2,9 Ave & W 45 St,,,
480,W 53 St & 10 Ave,22,27,40.76669671,-73.99061728,In Service,5,W 53 St & 10 Ave,,,
481,S 3 St & Bedford Ave,15,25,40.71260486,-73.96264403,In Service,10,S 3 St & Bedford Ave,,,
482,W 15 St & 7 Ave,22,39,40.73935542,-73.99931783,In Service,17,W 15 St & 7 Ave,,,
483,E 12 St & 3 Ave,10,35,40.73223272,-73.98889957,In Service,25,E 12 St & 3 Ave,,,
484,W 44 St & 5 Ave,44,44,40.75500254,-73.98014437,In Service,0,W 44 St & 5 Ave,,,
485,W 37 St & 5 Ave,29,39,40.75038009,-73.98338988,In Service,10,W 37 St & 5 Ave,,,
486,Broadway & W 29 St,37,39,40.7462009,-73.98855723,In Service,2,Broadway & W 29 St,,,
487,E 20 St & FDR Drive,33,36,40.73314259,-73.97573881,In Service,3,E 20 St & FDR Drive,,,
488,W 39 St & 9 Ave,40,41,40.75645824,-73.99372222,In Service,1,W 39 St & 9 Ave,,,
489,10 Ave & W 28 St,13,37,40.75066386,-74.00176802,In Service,24,10 Ave & W 28 St,,,
490,8 Ave & W 33 St,9,59,40.751551,-73.993934,In Service,50,8 Ave & W 33 St,,,
491,E 24 St & Park Ave S,13,53,40.74096374,-73.98602213,In Service,40,E 24 St & Park Ave S,,,
492,W 33 St & 7 Ave,19,49,40.75019995,-73.99093085,In Service,30,W 33 St & 7 Ave,,,
493,W 45 St & 6 Ave,12,34,40.7568001,-73.98291153,In Service,22,W 45 St & 6 Ave,,,
494,W 26 St & 8 Ave,1,35,40.74734825,-73.99723551,In Service,34,W 26 St & 8 Ave,,,
495,W 47 St & 10 Ave,24,25,40.76269882,-73.99301222,In Service,1,W 47 St & 10 Ave,,,
496,E 16 St & 5 Ave,3,3,40.73726186,-73.99238967,Not In Service,0,E 16 St & 5 Ave,,,
497,E 17 St & Broadway,10,59,40.73704984,-73.99009296,In Service,49,E 17 St & Broadway,,,
498,Broadway & W 32 St,19,30,40.74854862,-73.98808416,In Service,11,Broadway & W 32 St,,,
499,Broadway & W 60 St,10,36,40.76915505,-73.98191841,In Service,26,Broadway & W 60 St,,,PBSC
500,Broadway & W 51 St,49,52,40.76228826,-73.98336183,In Service,3,Broadway & W 51 St,,,
501,FDR Drive & E 35 St,42,43,40.744219,-73.97121214,In Service,1,FDR Drive & E 35 St,,,
502,Henry St & Grand St,30,30,40.714215,-73.981346,In Service,0,Henry St & Grand St,,,
503,E 20 St & Park Ave,3,3,40.73827428,-73.98751968,Not In Service,0,E 20 St & Park Ave,,,
504,1 Ave & E 15 St,44,45,40.73221853,-73.98165557,In Service,1,1 Ave & E 15 St,,,
505,6 Ave & W 33 St,3,34,40.74901271,-73.98848395,In Service,31,6 Ave & W 33 St,,,
507,E 25 St & 2 Ave,26,47,40.73912601,-73.97973776,In Service,21,E 25 St & 2 Ave,,,
508,W 46 St & 11 Ave,16,24,40.76341379,-73.99667444,In Service,8,W 46 St & 11 Ave,,,
509,9 Ave & W 22 St,25,36,40.7454973,-74.00197139,In Service,11,9 Ave & W 22 St,,,
510,W 51 St & 6 Ave,24,51,40.7606597,-73.98042047,In Service,27,W 51 St & 6 Ave,,,
511,E 14 St & Avenue B,31,33,40.72938685,-73.97772429,In Service,2,E 14 St & Avenue B,,,
512,W 29 St & 9 Ave,25,27,40.7500727,-73.99839279,In Service,2,W 29 St & 9 Ave,,,
513,W 56 St & 10 Ave,24,27,40.768254,-73.988639,In Service,3,W 56 St & 10 Ave,,,
514,12 Ave & W 40 St,13,33,40.76087502,-74.00277668,In Service,20,12 Ave & W 40 St,,,
515,W 43 St & 10 Ave,33,35,40.76009437,-73.99461843,In Service,2,W 43 St & 10 Ave,,,
516,E 47 St & 1 Ave,35,39,40.75206862,-73.96784384,In Service,4,E 47 St & 1 Ave,,,
517,Pershing Square S,39,59,40.75149263,-73.97798848,In Service,20,Pershing Square S,,,
518,E 39 St & 2 Ave,34,39,40.74780373,-73.9734419,In Service,5,E 39 St & 2 Ave,,,
519,Pershing Square N,18,61,40.75188406,-73.97770164,In Service,43,Pershing Square N,,,
520,W 52 St & 5 Ave,18,39,40.75992262,-73.97648516,In Service,21,W 52 St & 5 Ave,,,
521,8 Ave & W 31 St,20,67,40.75044999,-73.99481051,In Service,47,8 Ave & W 31 St,,,
522,E 51 St & Lexington Ave,44,51,40.75714758,-73.97207836,In Service,7,E 51 St & Lexington Ave,,,
523,W 38 St & 8 Ave,22,51,40.75466591,-73.99138152,In Service,29,W 38 St & 8 Ave,,,
524,W 43 St & 6 Ave,25,57,40.75527307,-73.98316936,In Service,32,W 43 St & 6 Ave,,,
525,W 34 St & 11 Ave,7,39,40.75594159,-74.0021163,In Service,32,W 34 St & 11 Ave,,,
526,E 33 St & 5 Ave,13,43,40.74765947,-73.98490707,In Service,30,E 33 St & 5 Ave,,,
527,E 33 St & 1 Ave,48,59,40.74315566,-73.97434726,In Service,11,E 33 St & 1 Ave,,,
528,2 Ave & E 30 St,31,38,40.74290902,-73.97706058,In Service,7,2 Ave & E 30 St,,,
529,W 42 St & 8 Ave,17,41,40.7575699,-73.99098507,In Service,24,W 42 St & 8 Ave,,,
531,Forsyth St & Broome St,2,39,40.71893904,-73.99266288,In Service,37,Forsyth St & Broome St,,,
532,S 5 Pl & S 4 St,26,43,40.710451,-73.960876,In Service,17,S 5 Pl & S 4 St,,,
533,Broadway & W 39 St,50,50,40.75299641,-73.98721619,In Service,0,Broadway & W 39 St,,,
534,Water - Whitehall Plaza,30,31,40.70255065,-74.0127234,In Service,1,Water - Whitehall Plaza,,,
536,1 Ave & E 30 St,17,29,40.74144387,-73.97536082,In Service,12,1 Ave & E 30 St,,,
537,Lexington Ave & E 24 St,29,39,40.74025878,-73.98409214,In Service,10,Lexington Ave & E 24 St,,,
538,W 49 St & 5 Ave,3,39,40.75795248,-73.97787642,In Service,36,W 49 St & 5 Ave,,,
539,Metropolitan Ave & Bedford Ave,5,31,40.71534825,-73.96024116,In Service,26,Metropolitan Ave & Bedford Ave,,,
540,Lexington Ave & E 26 St,24,39,40.74147286,-73.98320928,In Service,15,Lexington Ave & E 26 St,,,
545,E 23 St & 1 Ave,25,27,40.736502,-73.97809472,In Service,2,E 23 St & 1 Ave,,,
546,E 30 St & Park Ave S,27,38,40.74444921,-73.98303529,In Service,11,E 30 St & Park Ave S,,,
2000,Front St & Washington St,28,30,40.70255088,-73.98940236,In Service,2,Front St & Washington St,,,
2001,7 Ave & Farragut St,3,15,40.69892054,-73.97332996,In Service,12,7 Ave & Farragut St,,,
2002,Wythe Ave & Metropolitan Ave,0,27,40.716887,-73.963198,In Service,27,Wythe Ave & Metropolitan Ave,,,
2003,1 Ave & E 18 St,30,30,40.73416059,-73.98024289,In Service,0,1 Ave & E 18 St,,,
2004,6 Ave & Broome St,35,36,40.724399,-74.004704,In Service,1,6 Ave & Broome St,,,
2005,Railroad Ave & Kay Ave,10,12,40.70531194,-73.97100056,In Service,2,Railroad Ave & Kay Ave,,,
2006,Central Park S & 6 Ave,38,49,40.76590936,-73.97634151,In Service,11,Central Park S & 6 Ave,,,
2008,Little West St & 1 Pl,12,24,40.70569254,-74.01677685,In Service,12,Little West St & 1 Pl,,,
2009,Catherine St & Monroe St,9,35,40.71117444,-73.99682619,In Service,26,Catherine St & Monroe St,,,
2010,Grand St & Greene St,16,39,40.72165481,-74.00234737,In Service,23,Grand St & Greene St,,,
2012,E 27 St & 1 Ave,31,36,40.739445,-73.976806,In Service,5,E 27 St & 1 Ave,,,
2017,E 43 St & 2 Ave,37,39,40.75022392,-73.97121414,In Service,2,E 43 St & 2 Ave,,,
2021,W 45 St & 8 Ave,26,43,40.75929124,-73.98859651,In Service,17,W 45 St & 8 Ave,,,
2022,E 59 St & Sutton Pl,21,33,40.75849116,-73.95920622,In Service,12,E 59 St & Sutton Pl,,,
2023,E 55 St & Lexington Ave,33,36,40.75968085,-73.97031366,In Service,3,E 55 St & Lexington Ave,,,
3002,South End Ave & Liberty St,11,25,40.711512,-74.015756,In Service,14,South End Ave & Liberty St,,,
